Unnamed: 0,abv,id,name_x,style,brewery_id,ounces,ID,name_y,city,state,city_state
582,0.06,2056,Black Me Stout,American Stout,236,12.0,236,Champion Brewing Company,Charlottesville, VA,"Charlottesville,  VA"
583,0.05,2055,Killer Kolsch,Kölsch,236,12.0,236,Champion Brewing Company,Charlottesville, VA,"Charlottesville,  VA"
584,0.07,1933,Missile IPA,American IPA,236,12.0,236,Champion Brewing Company,Charlottesville, VA,"Charlottesville,  VA"
585,0.04,2019,Enlighten,Kölsch,250,16.0,250,Chapman's Brewing,Angola, IN,"Angola,  IN"
586,0.07,2018,Ale Cider,Fruit / Vegetable Beer,250,16.0,250,Chapman's Brewing,Angola, IN,"Angola,  IN"
587,0.06,2017,Pail Ale,American Pale Ale (APA),250,16.0,250,Chapman's Brewing,Angola, IN,"Angola,  IN"
588,0.04,2016,Englishman,English Brown Ale,250,16.0,250,Chapman's Brewing,Angola, IN,"Angola,  IN"
589,0.08,2080,8 Barrel,American Strong Ale,226,16.0,226,Chatham Brewing,Chatham, NY,"Chatham,  NY"
590,0.06,2079,Oktoberfest,Märzen / Oktoberfest,226,16.0,226,Chatham Brewing,Chatham, NY,"Chatham,  NY"
591,0.06,2380,IPA #11,American IPA,121,16.0,121,Cheboygan Brewing Company,Cheboygan, MI,"Cheboygan,  MI"
592,0.06,2379,Blood Orange Honey,Fruit / Vegetable Beer,121,16.0,121,Cheboygan Brewing Company,Cheboygan, MI,"Cheboygan,  MI"
593,0.05,2354,Lighthouse Amber,Altbier,121,16.0,121,Cheboygan Brewing Company,Cheboygan, MI,"Cheboygan,  MI"
594,0.09,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0,99,Christian Moerlein Brewing Company,Cincinnati, OH,"Cincinnati,  OH"
595,0.05,567,Churchkey Pilsner Style Beer,American Pilsner,526,12.0,526,Churchkey Can Company,Seattle, WA,"Seattle,  WA"
596,0.05,1342,First Press,Cider,425,12.0,425,Ciderboys,Stevens Point, WI,"Stevens Point,  WI"
597,0.05,1341,Magic Apple,Cider,425,12.0,425,Ciderboys,Stevens Point, WI,"Stevens Point,  WI"
598,0.06,2349,Cubano Espresso,Bock,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
599,0.06,2014,Operation Homefront,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
600,0.08,2013,Wandering Pelican,American Black Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
601,0.06,2012,Sugar Plum,American Brown Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
602,0.06,2011,Oktoberfest,Märzen / Oktoberfest,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
603,0.06,2010,Puppy's Breath Porter,American Porter,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
604,0.04,2009,Happening Now,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
605,0.07,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
606,0.07,1725,Hopped on the High Seas (Calypso),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
607,0.06,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
608,0.07,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
609,0.07,1693,Hopped on the High Seas (Citra),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
610,0.07,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
611,0.06,1369,Gwar Beer,American Pale Ale (APA),141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
612,0.05,1243,Tropical Heatwave,American Pale Wheat Ale,141,16.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
613,0.07,1142,Humidor Series India Pale Ale,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
614,0.07,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
615,0.08,1140,José Martí American Porter,American Porter,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
616,0.05,1139,Invasion Pale Ale,American Pale Ale (APA),141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
617,0.06,1138,Maduro Brown Ale,English Brown Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
618,0.06,571,Maduro Brown Ale,American Brown Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
619,0.05,570,Hotter Than Helles Lager,Munich Helles Lager,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
620,0.07,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
621,0.07,546,Jai Alai IPA,American IPA,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
622,0.05,545,Florida Cracker Belgian Wit,Witbier,141,12.0,141,Cigar City Brewing Company,Tampa, FL,"Tampa,  FL"
623,0.05,2338,Shark Tracker Light lager,Light Lager,145,12.0,145,Cisco Brewers,Nantucket, MA,"Nantucket,  MA"
624,0.06,1365,Pumple Drumkin,Pumpkin Ale,145,12.0,145,Cisco Brewers,Nantucket, MA,"Nantucket,  MA"
625,0.04,1094,Grey Lady,Witbier,145,12.0,145,Cisco Brewers,Nantucket, MA,"Nantucket,  MA"
626,0.06,657,Summer of Lager,Munich Helles Lager,145,12.0,145,Cisco Brewers,Nantucket, MA,"Nantucket,  MA"
627,0.07,656,Indie Pale Ale,American IPA,145,12.0,145,Cisco Brewers,Nantucket, MA,"Nantucket,  MA"
628,0.04,359,Sankaty Light Lager,Light Lager,145,12.0,145,Cisco Brewers,Nantucket, MA,"Nantucket,  MA"
629,0.06,56,Whale's Tale Pale Ale,English Pale Ale,145,12.0,145,Cisco Brewers,Nantucket, MA,"Nantucket,  MA"
630,0.07,1772,Jacaranada Rye IPA,American IPA,320,16.0,320,Claremont Craft Ales,Claremont, CA,"Claremont,  CA"
631,0.06,1393,Cascadian Dark Ale,American Black Ale,418,12.0,418,Coalition Brewing Company,Portland, OR,"Portland,  OR"
632,0.04,893,Wheat the People,American Pale Wheat Ale,418,16.0,418,Coalition Brewing Company,Portland, OR,"Portland,  OR"
633,0.05,1407,Tybee Island Blonde,American Blonde Ale,415,12.0,415,Coastal Empire Beer Company,Savannah, GA,"Savannah,  GA"
634,0.06,1406,Savannah Brown Ale,American Brown Ale,415,12.0,415,Coastal Empire Beer Company,Savannah, GA,"Savannah,  GA"
635,0.05,2438,Rhode Island Blueberry,Kölsch,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI,"Newport,  RI"
636,0.07,2437,Newport Storm IPA,American IPA,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI,"Newport,  RI"
637,0.05,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI,"Newport,  RI"
638,0.05,120,Hurricane Amber Ale,American Amber / Red Ale,101,12.0,101,Coastal Extreme Brewing Company,Newport, RI,"Newport,  RI"
639,0.06,2061,Big Blue Van,Fruit / Vegetable Beer,232,16.0,232,College Street Brewhouse and Pub,Lake Havasu City, AZ,"Lake Havasu City,  AZ"
640,0.07,970,Des Moines IPA,American IPA,482,16.0,482,Confluence Brewing Company,Des Moines, IA,"Des Moines,  IA"
641,0.05,969,Capital Gold Golden Lager,German Pilsener,482,16.0,482,Confluence Brewing Company,Des Moines, IA,"Des Moines,  IA"
642,0.06,968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16.0,482,Confluence Brewing Company,Des Moines, IA,"Des Moines,  IA"
643,0.05,2351,Behemoth,American Pilsner,139,12.0,139,Core Brewing & Distilling Company,Springdale, AR,"Springdale,  AR"
644,0.05,1650,Arkansas Red,American Amber / Red Ale,139,12.0,139,Core Brewing & Distilling Company,Springdale, AR,"Springdale,  AR"
645,0.06,1337,Core Oatmeal Stout,Oatmeal Stout,139,12.0,139,Core Brewing & Distilling Company,Springdale, AR,"Springdale,  AR"
646,0.06,1336,Core ESB,Extra Special / Strong Bitter (ESB),139,12.0,139,Core Brewing & Distilling Company,Springdale, AR,"Springdale,  AR"
647,0.04,737,Chester's Beer (2005),American Pale Lager,512,12.0,512,Cottrell Brewing,Pawcatuck, CT,"Pawcatuck,  CT"
648,0.05,129,Heiner Brau Kölsch,Kölsch,553,12.0,553,Covington Brewhouse,Covington, LA,"Covington,  LA"
649,0.05,716,Trigger Blonde Ale,American Blonde Ale,515,16.0,515,Crabtree Brewing Company,Greeley, CO,"Greeley,  CO"
650,0.07,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0,515,Crabtree Brewing Company,Greeley, CO,"Greeley,  CO"
651,0.08,556,Eclipse Black IPA,American Black Ale,515,16.0,515,Crabtree Brewing Company,Greeley, CO,"Greeley,  CO"
652,0.06,2538,Neomexicanus Native,American Pale Ale (APA),63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
653,0.07,2355,Old Soul,Belgian Strong Pale Ale,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
654,0.06,1689,Snowcat Coffee Stout,American Stout,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
655,,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
656,,940,Boohai Red Ale,American Amber / Red Ale,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
657,0.05,685,Lava Lake Wit,Witbier,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
658,0.06,613,Mountain Livin' Pale Ale,American Pale Ale (APA),63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
659,0.05,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0,63,Crazy Mountain Brewing Company,Edwards, CO,"Edwards,  CO"
660,0.07,2029,Tropicalia,American IPA,247,12.0,247,Creature Comforts,Athens, GA,"Athens,  GA"
661,0.04,2028,Athena,Berliner Weissbier,247,12.0,247,Creature Comforts,Athens, GA,"Athens,  GA"
662,0.05,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12.0,169,Crooked Fence Brewing Company,Garden City, ID,"Garden City,  ID"
663,0.06,1105,3 Picket Porter,American Porter,169,12.0,169,Crooked Fence Brewing Company,Garden City, ID,"Garden City,  ID"
664,0.06,1104,Rusty Nail Pale Ale,American Pale Ale (APA),169,12.0,169,Crooked Fence Brewing Company,Garden City, ID,"Garden City,  ID"
665,0.07,2145,Red Water Irish Style Red,American Amber / Red Ale,212,12.0,212,Crow Peak Brewing Company,Spearfish, SD,"Spearfish,  SD"
666,0.07,1804,Mjöllnir,Herbed / Spiced Beer,212,12.0,212,Crow Peak Brewing Company,Spearfish, SD,"Spearfish,  SD"
667,0.06,1602,Bear Butte Nut Brown Ale,American Brown Ale,212,12.0,212,Crow Peak Brewing Company,Spearfish, SD,"Spearfish,  SD"
668,0.04,1301,Easy Livin' Summer Ale,American Blonde Ale,212,12.0,212,Crow Peak Brewing Company,Spearfish, SD,"Spearfish,  SD"
669,0.06,542,Canyon Cream Ale,Cream Ale,212,12.0,212,Crow Peak Brewing Company,Spearfish, SD,"Spearfish,  SD"
670,0.07,272,Pile O'Dirt Porter,American Porter,212,12.0,212,Crow Peak Brewing Company,Spearfish, SD,"Spearfish,  SD"
671,0.06,271,11th Hour IPA,American IPA,212,12.0,212,Crow Peak Brewing Company,Spearfish, SD,"Spearfish,  SD"
672,0.06,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.0,472,Crystal Springs Brewing Company,Boulder, CO,"Boulder,  CO"
673,0.05,681,Summertime Ale,Kölsch,472,16.0,472,Crystal Springs Brewing Company,Boulder, CO,"Boulder,  CO"
674,0.05,1789,Lost River Blonde Ale,American Blonde Ale,315,16.0,315,Cutters Brewing Company,Avon, IN,"Avon,  IN"
675,0.05,1788,Monon Wheat,Witbier,315,16.0,315,Cutters Brewing Company,Avon, IN,"Avon,  IN"
676,0.08,1787,Floyd's Folly,Scottish Ale,315,16.0,315,Cutters Brewing Company,Avon, IN,"Avon,  IN"
677,0.06,1786,Half Court IPA,American IPA,315,16.0,315,Cutters Brewing Company,Avon, IN,"Avon,  IN"
678,0.04,1763,Geary's Pale Ale,English Pale Ale,323,12.0,323,D.L. Geary Brewing Company,Portland, ME,"Portland,  ME"
679,0.06,1311,Geary's Summer Ale,Kölsch,323,12.0,323,D.L. Geary Brewing Company,Portland, ME,"Portland,  ME"
680,0.08,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
681,0.05,1809,The Tradition,American Blonde Ale,227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
682,0.05,1263,El Hefe Speaks,Hefeweizen,227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
683,0.06,1092,Penn Quarter Porter,American Porter,227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
684,0.09,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
685,0.07,186,The Corruption,American IPA,227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
686,0.07,185,The Citizen,Belgian Pale Ale,227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
687,0.06,184,The Public,American Pale Ale (APA),227,12.0,227,DC Brau Brewing Company,Washington, DC,"Washington,  DC"
688,0.07,1224,Dank IPA,American IPA,451,16.0,451,Dad & Dude's Breweria,Aurora, CO,"Aurora,  CO"
689,0.07,964,Dank IPA (2012),American IPA,451,16.0,451,Dad & Dude's Breweria,Aurora, CO,"Aurora,  CO"
690,0.07,1623,Lift Off IPA,American IPA,358,16.0,358,Daredevil Brewing Company,Shelbyville, IN,"Shelbyville,  IN"
691,0.06,110,BrewFarm Select Golden Lager,American Pale Lager,554,12.0,554,Dave's Brewfarm,Wilson, WI,"Wilson,  WI"
692,0.05,1735,Sprocket Blonde Ale (2006),American Blonde Ale,333,12.0,333,David's Ale Works,Diamond Springs, CA,"Diamond Springs,  CA"
693,0.05,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),333,12.0,333,David's Ale Works,Diamond Springs, CA,"Diamond Springs,  CA"
694,0.06,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.0,330,Dead Armadillo Craft Brewing,Tulsa, OK,"Tulsa,  OK"
695,0.06,2371,Neato Bandito,Euro Pale Lager,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
696,0.07,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
697,0.09,2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
698,0.06,1827,Deep Ellum Pale Ale,American Pale Ale (APA),127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
699,0.07,1203,Double Brown Stout,Baltic Porter,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
700,0.05,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
701,0.05,1161,Rye Pils Session Lager,German Pilsener,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
702,0.05,946,Dallas Blonde,American Blonde Ale,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
703,0.07,943,Deep Ellum IPA,American IPA,127,12.0,127,Deep Ellum Brewing Company,Dallas, TX,"Dallas,  TX"
704,0.04,1886,Thrasher Session India Pale Ale,American IPA,283,12.0,283,Defiance Brewing Company,Hays, KS,"Hays,  KS"
705,0.05,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0,283,Defiance Brewing Company,Hays, KS,"Hays,  KS"
706,0.06,1213,Chuli Stout,Irish Dry Stout,453,12.0,453,Denali Brewing Company,Talkeetna, AK,"Talkeetna,  AK"
707,0.06,1159,Mother Ale,American Blonde Ale,453,12.0,453,Denali Brewing Company,Talkeetna, AK,"Talkeetna,  AK"
708,0.07,947,Twister Creek India Pale Ale,American IPA,453,12.0,453,Denali Brewing Company,Talkeetna, AK,"Talkeetna,  AK"
709,0.06,929,Single Engine Red,Irish Red Ale,453,12.0,453,Denali Brewing Company,Talkeetna, AK,"Talkeetna,  AK"
710,0.07,1944,Incredible Pedal IPA,American IPA,263,12.0,263,Denver Beer Company,Denver, CO,"Denver,  CO"
711,0.05,1943,Graham Cracker Porter,American Porter,263,12.0,263,Denver Beer Company,Denver, CO,"Denver,  CO"
712,0.05,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0,454,Deschutes Brewery,Bend, OR,"Bend,  OR"
713,0.05,2550,Weissenheimer,Hefeweizen,57,12.0,57,Destihl Brewery,Bloomington, IL,"Bloomington,  IL"
714,0.05,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12.0,57,Destihl Brewery,Bloomington, IL,"Bloomington,  IL"
715,0.06,2025,Vertex IPA,American IPA,57,12.0,57,Destihl Brewery,Bloomington, IL,"Bloomington,  IL"
716,0.05,2021,Here Gose Nothin',Gose,57,12.0,57,Destihl Brewery,Bloomington, IL,"Bloomington,  IL"
717,0.05,2015,Strawberry Blonde,Fruit / Vegetable Beer,57,12.0,57,Destihl Brewery,Bloomington, IL,"Bloomington,  IL"
718,0.1,1888,Hoperation Overload,American Double / Imperial IPA,57,12.0,57,Destihl Brewery,Bloomington, IL,"Bloomington,  IL"
719,0.05,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0,57,Destihl Brewery,Bloomington, IL,"Bloomington,  IL"
720,0.04,2051,Bravo Four Point,American Pale Ale (APA),237,12.0,237,Devil's Backbone Brewing Company,Lexington, VA,"Lexington,  VA"
721,0.05,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12.0,237,Devil's Backbone Brewing Company,Lexington, VA,"Lexington,  VA"
722,0.05,924,Deadicated Amber,American Amber / Red Ale,491,16.0,491,Devil's Canyon Brewery,Belmont, CA,"Belmont,  CA"
723,,731,Kaleidoscope Collaboration 2012,American Black Ale,491,16.0,491,Devil's Canyon Brewery,Belmont, CA,"Belmont,  CA"
724,0.07,730,California Sunshine Rye IPA,American IPA,491,16.0,491,Devil's Canyon Brewery,Belmont, CA,"Belmont,  CA"
725,0.07,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.0,491,Devil's Canyon Brewery,Belmont, CA,"Belmont,  CA"
726,0.04,1773,12 Man Pale Ale,American Pale Ale (APA),319,12.0,319,Dick's Brewing Company,Centralia, WA,"Centralia,  WA"
727,0.07,1795,Filthy Hoppin' IPA,American IPA,311,16.0,311,Dirty Bucket Brewing Company,Woodinville, WA,"Woodinville,  WA"
728,,944,Dock Street Amber Beer (1992),American Amber / Red Ale,488,12.0,488,Dock Street Brewery,Philadelphia, PA,"Philadelphia,  PA"
729,,524,Dolores River Hefeweizen,Hefeweizen,531,16.0,531,Dolores River Brewery,Dolores, CO,"Dolores,  CO"
730,,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),531,16.0,531,Dolores River Brewery,Dolores, CO,"Dolores,  CO"
731,,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531,16.0,531,Dolores River Brewery,Dolores, CO,"Dolores,  CO"
732,,448,Dolores River Pale Ale,American Pale Ale (APA),531,16.0,531,Dolores River Brewery,Dolores, CO,"Dolores,  CO"
733,,447,Dolores River Dry Stout,Irish Dry Stout,531,16.0,531,Dolores River Brewery,Dolores, CO,"Dolores,  CO"
734,,446,Dolores River Mild,English Dark Mild Ale,531,16.0,531,Dolores River Brewery,Dolores, CO,"Dolores,  CO"
735,0.05,1246,Cranberry Blend,Cider,446,12.0,446,Downeast Cider House,Leominster, MA,"Leominster,  MA"
736,0.05,977,Orignal Blend,Cider,446,12.0,446,Downeast Cider House,Leominster, MA,"Leominster,  MA"
737,0.07,881,Hop Abomination,American IPA,496,12.0,496,Dry Dock Brewing Company,Aurora, CO,"Aurora,  CO"
738,0.05,880,Apricot Blonde,Fruit / Vegetable Beer,496,12.0,496,Dry Dock Brewing Company,Aurora, CO,"Aurora,  CO"
739,0.04,872,Dry Dock Hefeweizen,Hefeweizen,496,12.0,496,Dry Dock Brewing Company,Aurora, CO,"Aurora,  CO"
740,0.06,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0,496,Dry Dock Brewing Company,Aurora, CO,"Aurora,  CO"
741,0.06,1685,Category 3 IPA,American IPA,340,12.0,340,Due South Brewing Company,Boynton Beach, FL,"Boynton Beach,  FL"
742,0.04,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0,538,Dundee Brewing Company,Rochester, NY,"Rochester,  NY"
743,0.05,1590,Pumpkin Patch Ale,Pumpkin Ale,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO,"Buena Vista,  CO"
744,0.08,1382,Crank Yanker IPA,American IPA,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO,"Buena Vista,  CO"
745,0.06,1110,River Runners Pale Ale,American Pale Ale (APA),369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO,"Buena Vista,  CO"
746,0.05,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO,"Buena Vista,  CO"
747,0.06,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO,"Buena Vista,  CO"
748,0.04,680,Boater Beer,German Pilsener,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO,"Buena Vista,  CO"
749,0.08,395,Crank Yanker IPA (2011),American IPA,369,16.0,369,Eddyline Brewery & Restaurant,Buena Vista, CO,"Buena Vista,  CO"
750,0.06,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352,16.0,352,Elevator Brewing Company,Columbus, OH,"Columbus,  OH"
751,0.05,673,Dottie Seattle Lager,American Amber / Red Lager,516,16.0,516,Emerald City Beer Company,Seattle, WA,"Seattle,  WA"
752,0.07,1107,Nut Sack Imperial Brown Ale,American Brown Ale,465,12.0,465,Engine 15 Brewing,Jacksonville Beach, FL,"Jacksonville Beach,  FL"
753,0.05,1039,Underachiever,American Adjunct Lager,473,16.0,473,Engine House 9,Tacoma, WA,"Tacoma,  WA"
754,0.05,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,81,12.0,81,Epic Brewing,Denver, CO,"Denver,  CO"
755,0.05,2008,Element 29,American Pale Ale (APA),81,12.0,81,Epic Brewing,Denver, CO,"Denver,  CO"
756,0.05,2004,Hop Syndrome,American Pale Lager,81,12.0,81,Epic Brewing,Denver, CO,"Denver,  CO"
757,0.06,2003,Escape to Colorado,American IPA,81,12.0,81,Epic Brewing,Denver, CO,"Denver,  CO"
758,0.04,2292,Little Sister India Style Session Ale,American IPA,170,12.0,170,Everybody's Brewing,White Salmon, WA,"White Salmon,  WA"
759,0.06,1504,Country Boy IPA,American IPA,170,12.0,170,Everybody's Brewing,White Salmon, WA,"White Salmon,  WA"
760,0.05,2604,Blonde Czich,American Blonde Ale,26,16.0,26,Evil Czech Brewery,Mishawaka, IN,"Mishawaka,  IN"
761,0.07,2432,White Reaper,Belgian IPA,26,16.0,26,Evil Czech Brewery,Mishawaka, IN,"Mishawaka,  IN"
762,0.05,2431,Bobblehead,American Pale Wheat Ale,26,16.0,26,Evil Czech Brewery,Mishawaka, IN,"Mishawaka,  IN"
763,0.05,2430,Lucky Dog,American Pale Ale (APA),26,16.0,26,Evil Czech Brewery,Mishawaka, IN,"Mishawaka,  IN"
764,0.05,2429,Voodoo,American Porter,26,16.0,26,Evil Czech Brewery,Mishawaka, IN,"Mishawaka,  IN"
765,0.05,1967,General George Patton Pilsner,Czech Pilsener,26,16.0,26,Evil Czech Brewery,Mishawaka, IN,"Mishawaka,  IN"
766,0.04,2283,Nomader Weiss,Berliner Weissbier,173,12.0,173,Evil Twin Brewing,Brooklyn, NY,"Brooklyn,  NY"
767,0.09,2248,Molotov Lite,American Double / Imperial IPA,173,16.0,173,Evil Twin Brewing,Brooklyn, NY,"Brooklyn,  NY"
768,0.06,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173,12.0,173,Evil Twin Brewing,Brooklyn, NY,"Brooklyn,  NY"
769,0.03,1286,Bikini Beer,American IPA,173,12.0,173,Evil Twin Brewing,Brooklyn, NY,"Brooklyn,  NY"
770,0.06,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173,12.0,173,Evil Twin Brewing,Brooklyn, NY,"Brooklyn,  NY"
771,0.05,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0,335,Fargo Brewing Company,Fargo, ND,"Fargo,  ND"
772,0.04,1435,Stone's Throw IPA,Scottish Ale,335,12.0,335,Fargo Brewing Company,Fargo, ND,"Fargo,  ND"
773,0.07,1434,Wood Chipper India Pale Ale,American IPA,335,12.0,335,Fargo Brewing Company,Fargo, ND,"Fargo,  ND"
774,0.06,2089,Trail Head,American Pale Ale (APA),224,12.0,224,Fat Head's Brewery,Middleburg Heights, OH,"Middleburg Heights,  OH"
775,0.07,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.0,224,Fat Head's Brewery,Middleburg Heights, OH,"Middleburg Heights,  OH"
776,0.07,1455,Sudice American Stout,American Stout,405,16.0,405,Fate Brewing Company,Boulder, CO,"Boulder,  CO"
777,0.05,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0,405,Fate Brewing Company,Boulder, CO,"Boulder,  CO"
778,0.05,1453,Norns Roggenbier,Roggenbier,405,16.0,405,Fate Brewing Company,Boulder, CO,"Boulder,  CO"
779,0.05,1452,Laimas Kölsch Style Ale,Kölsch,405,16.0,405,Fate Brewing Company,Boulder, CO,"Boulder,  CO"
780,0.07,1451,Moirai India Pale Ale,American IPA,405,16.0,405,Fate Brewing Company,Boulder, CO,"Boulder,  CO"
781,0.07,2191,Loki Red Ale,American Amber / Red Ale,201,16.0,201,Fearless Brewing Company,Estacada, OR,"Estacada,  OR"
782,0.05,1731,Peaches & Cream,Fruit / Vegetable Beer,201,16.0,201,Fearless Brewing Company,Estacada, OR,"Estacada,  OR"
783,0.05,1022,Quaff India Style Session Ale,American IPA,201,16.0,201,Fearless Brewing Company,Estacada, OR,"Estacada,  OR"
784,0.07,895,Loki Red Ale (2013),American Amber / Red Ale,201,16.0,201,Fearless Brewing Company,Estacada, OR,"Estacada,  OR"
785,0.07,682,Mjolnir Imperial IPA,American Double / Imperial IPA,201,16.0,201,Fearless Brewing Company,Estacada, OR,"Estacada,  OR"
786,0.05,112,Fearless Scottish Ale,Scottish Ale,201,16.0,201,Fearless Brewing Company,Estacada, OR,"Estacada,  OR"
787,0.08,2289,Mastermind,American Double / Imperial IPA,172,12.0,172,Fiddlehead Brewing Company,Shelburne, VT,"Shelburne,  VT"
