Unnamed: 0,abv,id,name_x,style,brewery_id,ounces,ID,name_y,city,state,city_state
209,0.06,533,Amber Road,American Amber / Red Ale,292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
210,0.05,183,Pamola Xtra Pale Ale,American Pale Ale (APA),292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
211,0.07,182,Stowaway IPA,American IPA,292,12.0,292,Baxter Brewing Company,Lewiston, ME,"Lewiston,  ME"
212,0.09,1806,Hoptopus Double IPA,American Double / Imperial IPA,306,16.0,306,Beach Brewing Company,Virginia Beach, VA,"Virginia Beach,  VA"
213,0.05,2435,Watermelon Ale,Fruit / Vegetable Beer,103,12.0,103,Beer Works Brewery,Lowell, MA,"Lowell,  MA"
214,0.06,2423,Fenway American Pale Ale,American Pale Ale (APA),103,12.0,103,Beer Works Brewery,Lowell, MA,"Lowell,  MA"
215,0.07,2420,Back Bay IPA,American IPA,103,12.0,103,Beer Works Brewery,Lowell, MA,"Lowell,  MA"
216,0.05,2419,Bunker Hill Blueberry Ale ,Other,103,12.0,103,Beer Works Brewery,Lowell, MA,"Lowell,  MA"
217,0.06,2494,Oberon,American Pale Wheat Ale,76,12.0,76,Bell's Brewery,Kalamazoo, MI,"Kalamazoo,  MI"
218,0.06,2325,Smitten,Rye Beer,76,16.0,76,Bell's Brewery,Kalamazoo, MI,"Kalamazoo,  MI"
219,0.05,2022,Winter White,Witbier,76,16.0,76,Bell's Brewery,Kalamazoo, MI,"Kalamazoo,  MI"
220,0.06,1989,Oberon,American Pale Wheat Ale,76,16.0,76,Bell's Brewery,Kalamazoo, MI,"Kalamazoo,  MI"
221,0.07,1988,Two Hearted,American IPA,76,16.0,76,Bell's Brewery,Kalamazoo, MI,"Kalamazoo,  MI"
222,0.06,1955,Best Brown,American Brown Ale,76,16.0,76,Bell's Brewery,Kalamazoo, MI,"Kalamazoo,  MI"
223,0.04,2558,Moar,English India Pale Ale (IPA),53,12.0,53,Bent Brewstillery,Roseville, MN,"Roseville,  MN"
224,0.08,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,53,16.0,53,Bent Brewstillery,Roseville, MN,"Roseville,  MN"
225,0.06,2556,Nordic Blonde,American Blonde Ale,53,12.0,53,Bent Brewstillery,Roseville, MN,"Roseville,  MN"
226,0.06,2496,Cold Press,American Black Ale,75,12.0,75,Bent Paddle Brewing Company,Duluth, MN,"Duluth,  MN"
227,0.07,2410,Harness the Winter,American IPA,75,12.0,75,Bent Paddle Brewing Company,Duluth, MN,"Duluth,  MN"
228,0.06,1902,14° ESB ,Extra Special / Strong Bitter (ESB),75,12.0,75,Bent Paddle Brewing Company,Duluth, MN,"Duluth,  MN"
229,0.06,1901,Bent Hop Golden IPA,American IPA,75,12.0,75,Bent Paddle Brewing Company,Duluth, MN,"Duluth,  MN"
230,0.06,1261,Bent Paddle Black Ale,American Black Ale,75,12.0,75,Bent Paddle Brewing Company,Duluth, MN,"Duluth,  MN"
231,0.05,1253,Venture Pils,German Pilsener,75,12.0,75,Bent Paddle Brewing Company,Duluth, MN,"Duluth,  MN"
232,0.06,1900,Lost Sailor IPA,English India Pale Ale (IPA),278,12.0,278,Berkshire Brewing Company,South Deerfield, MA,"South Deerfield,  MA"
233,0.05,1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,12.0,278,Berkshire Brewing Company,South Deerfield, MA,"South Deerfield,  MA"
234,0.08,1158,La Frontera Premium IPA,American IPA,463,12.0,463,Big Bend Brewing Company,Alpine, TX,"Alpine,  TX"
235,0.05,1157,Tejas Lager,Czech Pilsener,463,12.0,463,Big Bend Brewing Company,Alpine, TX,"Alpine,  TX"
236,0.06,1156,Number 22 Porter,American Porter,463,12.0,463,Big Bend Brewing Company,Alpine, TX,"Alpine,  TX"
237,0.06,1155,Big Bend Hefeweizen,Hefeweizen,463,12.0,463,Big Bend Brewing Company,Alpine, TX,"Alpine,  TX"
238,0.06,1154,Terlingua Gold,American Blonde Ale,463,12.0,463,Big Bend Brewing Company,Alpine, TX,"Alpine,  TX"
239,0.08,2104,Aprè Shred,American Strong Ale,220,16.0,220,Big Choice Brewing,Broomfield, CO,"Broomfield,  CO"
240,0.1,1762,Hemlock Double IPA,American Double / Imperial IPA,220,12.0,220,Big Choice Brewing,Broomfield, CO,"Broomfield,  CO"
241,0.04,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,220,16.0,220,Big Choice Brewing,Broomfield, CO,"Broomfield,  CO"
242,0.07,1067,Disconnected Red,American Amber / Red Ale,220,16.0,220,Big Choice Brewing,Broomfield, CO,"Broomfield,  CO"
243,0.07,1003,Big Elm IPA,American IPA,477,12.0,477,Big Elm Brewing,Sheffield, MA,"Sheffield,  MA"
244,0.07,1002,Gerry Dog Stout,American Stout,477,12.0,477,Big Elm Brewing,Sheffield, MA,"Sheffield,  MA"
245,0.06,1001,413 Farmhouse Ale,Saison / Farmhouse Ale,477,12.0,477,Big Elm Brewing,Sheffield, MA,"Sheffield,  MA"
246,0.08,2639,Dark Star,American Stout,8,16.0,8,Big Lake Brewing,Holland, MI,"Holland,  MI"
247,0.06,2469,Ryecoe,American IPA,8,16.0,8,Big Lake Brewing,Holland, MI,"Holland,  MI"
248,0.06,2586,Blueberry Blonde,Fruit / Vegetable Beer,40,12.0,40,Big Muddy Brewing,Murphysboro, IL,"Murphysboro,  IL"
249,0.07,2585,Galaxy IPA,American IPA,40,16.0,40,Big Muddy Brewing,Murphysboro, IL,"Murphysboro,  IL"
250,0.05,643,Big River Pilsner,Czech Pilsener,519,12.0,519,Big River Brewing Company,Chattanooga, TN,"Chattanooga,  TN"
251,0.06,632,House Brand IPA,American IPA,519,12.0,519,Big River Brewing Company,Chattanooga, TN,"Chattanooga,  TN"
252,0.06,1714,Big Sky IPA,American IPA,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
253,0.05,1713,Scape Goat Pale Ale,English Pale Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
254,0.05,1712,Montana Trout Slayer Ale,American Pale Wheat Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
255,0.05,1711,Moose Drool Brown Ale,American Brown Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
256,0.07,1456,Powder Hound Winter Ale,English Strong Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
257,0.05,767,Moose Drool Brown Ale (2011),American Brown Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
258,0.05,766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
259,0.06,579,Big Sky IPA (2012),American IPA,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
260,0.05,168,Summer Honey,American Blonde Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
261,0.05,159,Scape Goat Pale Ale (2010),English Pale Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
262,0.05,35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
263,0.05,34,Moose Drool Brown Ale (2009),American Brown Ale,336,12.0,336,Big Sky Brewing Company,Missoula, MT,"Missoula,  MT"
264,0.07,2096,Arcus IPA,American IPA,221,12.0,221,Big Storm Brewing Company,Odessa, FL,"Odessa,  FL"
265,0.06,2095,Wavemaker,American Amber / Red Ale,221,12.0,221,Big Storm Brewing Company,Odessa, FL,"Odessa,  FL"
266,0.05,1257,Jack Pine Savage,American Pale Ale (APA),444,16.0,444,Big Wood Brewery,Vadnais Heights, MN,"Vadnais Heights,  MN"
267,0.1,1256,Forest Fire Imperial Smoked Rye,Rye Beer,444,16.0,444,Big Wood Brewery,Vadnais Heights, MN,"Vadnais Heights,  MN"
268,0.1,1255,Bad Axe Imperial IPA,American Double / Imperial IPA,444,16.0,444,Big Wood Brewery,Vadnais Heights, MN,"Vadnais Heights,  MN"
269,0.06,986,Morning Wood,Oatmeal Stout,444,16.0,444,Big Wood Brewery,Vadnais Heights, MN,"Vadnais Heights,  MN"
270,0.07,985,Bark Bite IPA,American IPA,444,16.0,444,Big Wood Brewery,Vadnais Heights, MN,"Vadnais Heights,  MN"
271,0.06,2508,Jalapeno Pale Ale,American Pale Ale (APA),70,16.0,70,Birdsong Brewing Company,Charlotte, NC,"Charlotte,  NC"
272,0.05,1441,Blown Out Brown,American Brown Ale,407,12.0,407,Bitter Root Brewing,Hamilton, MT,"Hamilton,  MT"
273,0.06,1413,Single Hop Ale,American Pale Ale (APA),407,12.0,407,Bitter Root Brewing,Hamilton, MT,"Hamilton,  MT"
274,0.05,1411,Sawtooth Ale,American Blonde Ale,407,12.0,407,Bitter Root Brewing,Hamilton, MT,"Hamilton,  MT"
275,0.07,2620,Saucy Intruder,Rye Beer,18,16.0,18,Black Acre Brewing Co.,Indianapolis, IN,"Indianapolis,  IN"
276,0.04,2412,Deception,American Blonde Ale,112,12.0,112,Black Market Brewing Company,Temecula, CA,"Temecula,  CA"
277,0.07,1898,Blackmarket Rye IPA,American IPA,112,12.0,112,Black Market Brewing Company,Temecula, CA,"Temecula,  CA"
278,0.05,1897,Black Market Hefeweizen,Hefeweizen,112,12.0,112,Black Market Brewing Company,Temecula, CA,"Temecula,  CA"
279,0.06,1896,Aftermath Pale Ale,American Pale Ale (APA),112,12.0,112,Black Market Brewing Company,Temecula, CA,"Temecula,  CA"
280,0.07,1850,American India Red Ale,American Strong Ale,294,12.0,294,Black Shirt Brewing Company,Denver, CO,"Denver,  CO"
281,0.07,1849,American Red Porter,American Porter,294,12.0,294,Black Shirt Brewing Company,Denver, CO,"Denver,  CO"
282,0.08,1848,American Red Saison,Saison / Farmhouse Ale,294,12.0,294,Black Shirt Brewing Company,Denver, CO,"Denver,  CO"
283,0.07,1847,Colorado Red Ale,American Amber / Red Ale,294,12.0,294,Black Shirt Brewing Company,Denver, CO,"Denver,  CO"
284,0.05,2485,Saddle Bronc Brown Ale,American Brown Ale,79,12.0,79,Black Tooth Brewing Company,Sheridan, WY,"Sheridan,  WY"
285,0.05,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,79,12.0,79,Black Tooth Brewing Company,Sheridan, WY,"Sheridan,  WY"
286,0.07,2449,Flying Sailor,Rye Beer,95,12.0,95,Blackrocks Brewery,Marquette, MA,"Marquette,  MA"
287,0.05,2634,Nordskye ,American IPA,12,12.0,12,Blackrocks Brewery,Marquette, MI,"Marquette,  MI"
288,0.06,2153,North Third Stout,Foreign / Export Stout,12,12.0,12,Blackrocks Brewery,Marquette, MI,"Marquette,  MI"
289,0.05,1953,Honey Lav,American Pale Wheat Ale,12,12.0,12,Blackrocks Brewery,Marquette, MI,"Marquette,  MI"
290,0.07,1496,Coconut Brown Ale,American Brown Ale,12,12.0,12,Blackrocks Brewery,Marquette, MI,"Marquette,  MI"
291,0.07,1481,51K IPA,American IPA,12,12.0,12,Blackrocks Brewery,Marquette, MI,"Marquette,  MI"
292,0.06,1480,Grand Rabbits,Cream Ale,12,12.0,12,Blackrocks Brewery,Marquette, MI,"Marquette,  MI"
293,0.05,1564,1800 Big Log Wheat (2012),American Pale Wheat Ale,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
294,,1541,Double Play Pilsner,American Pilsner,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
295,0.06,1321,Brewerhood Brown Ale,American Brown Ale,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
296,0.08,1320,Last Call Imperial Amber Ale,American Amber / Red Ale,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
297,0.1,1319,Pernicious Double IPA,American Double / Imperial IPA,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
298,0.05,1303,6-4-3 Double Play Pilsner,German Pilsener,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
299,,1025,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
300,0.05,1012,467 Ethan's Stout,American Stout,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
301,0.06,942,1335 Wicked Snout,Saison / Farmhouse Ale,380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
302,0.04,937,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
303,0.06,888,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
304,0.06,886,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
305,0.06,612,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
306,0.05,611,834 Happy As Ale,American Pale Ale (APA),380,12.0,380,Blue Blood Brewing Company,Lincoln, NE,"Lincoln,  NE"
307,0.06,1372,Yellow Collar,Mead,422,12.0,422,Blue Dog Mead,Eugene, OR,"Eugene,  OR"
308,0.06,1371,Green Collar,Mead,422,12.0,422,Blue Dog Mead,Eugene, OR,"Eugene,  OR"
309,0.08,1812,Quarter Mile Double IPA,American Double / Imperial IPA,304,12.0,304,Blue Hills Brewery,Canton, MA,"Canton,  MA"
310,0.06,1547,Full Nelson Pale Ale,American Pale Ale (APA),382,12.0,382,Blue Mountain Brewery,Afton, VA,"Afton,  VA"
311,0.07,1546,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),382,12.0,382,Blue Mountain Brewery,Afton, VA,"Afton,  VA"
312,0.05,1545,Blue Mountain Classic Lager,Euro Pale Lager,382,12.0,382,Blue Mountain Brewery,Afton, VA,"Afton,  VA"
313,0.06,119,Full Nelson Pale Ale (2010),American Pale Ale (APA),382,12.0,382,Blue Mountain Brewery,Afton, VA,"Afton,  VA"
314,0.05,1408,Kölsch 151,Kölsch,414,12.0,414,Blue Mountain Brewery,Arrington, VA,"Arrington,  VA"
315,,2490,Professor Black,American Stout,77,12.0,77,Blue Owl Brewing,Austin, TX,"Austin,  TX"
316,,2489,Little Boss,American Pale Wheat Ale,77,12.0,77,Blue Owl Brewing,Austin, TX,"Austin,  TX"
317,,2488,Van Dayum!,American Amber / Red Ale,77,12.0,77,Blue Owl Brewing,Austin, TX,"Austin,  TX"
318,,2487,Spirit Animal,American Pale Ale (APA),77,12.0,77,Blue Owl Brewing,Austin, TX,"Austin,  TX"
319,0.07,939,Toxic Sludge,American Black Ale,489,16.0,489,Blue Point Brewing Company,Patchogue, NY,"Patchogue,  NY"
320,0.06,692,Blue Point White IPA,American White IPA,489,12.0,489,Blue Point Brewing Company,Patchogue, NY,"Patchogue,  NY"
321,0.04,667,Blue Point Summer Ale,American Blonde Ale,489,12.0,489,Blue Point Brewing Company,Patchogue, NY,"Patchogue,  NY"
322,0.06,665,Toasted Lager,Vienna Lager,489,12.0,489,Blue Point Brewing Company,Patchogue, NY,"Patchogue,  NY"
323,0.06,1607,Bohemian Export Lager,Dortmunder / Export Lager,364,12.0,364,Bohemian Brewery,Midvale, UT,"Midvale,  UT"
324,0.05,1597,Altus Bohemes Altbier,Altbier,364,12.0,364,Bohemian Brewery,Midvale, UT,"Midvale,  UT"
325,0.04,344,Cherny Bock,Schwarzbier,364,12.0,364,Bohemian Brewery,Midvale, UT,"Midvale,  UT"
326,0.05,89,Czech Pilsner,Czech Pilsener,364,12.0,364,Bohemian Brewery,Midvale, UT,"Midvale,  UT"
327,0.05,88,Viennese Lager,Vienna Lager,364,12.0,364,Bohemian Brewery,Midvale, UT,"Midvale,  UT"
328,0.07,1569,Mad Manatee IPA,American IPA,378,12.0,378,Bold City Brewery,Jacksonville, FL,"Jacksonville,  FL"
329,0.06,1568,Killer Whale Cream Ale,Cream Ale,378,12.0,378,Bold City Brewery,Jacksonville, FL,"Jacksonville,  FL"
330,0.06,1188,Duke's Cold Nose Brown Ale,American Brown Ale,378,12.0,378,Bold City Brewery,Jacksonville, FL,"Jacksonville,  FL"
331,0.04,1891,Longhop IPA,American IPA,281,16.0,281,Bolero Snort Brewery,Ridgefield Park, NJ,"Ridgefield Park,  NJ"
332,0.04,1890,Lucky Buck,Irish Dry Stout,281,16.0,281,Bolero Snort Brewery,Ridgefield Park, NJ,"Ridgefield Park,  NJ"
333,0.05,577,Bomb Lager (New Recipe),Munich Helles Lager,525,12.0,525,Bomb Beer Company,New York, NY,"New York,  NY"
334,0.04,513,Bomb Lager (Old Recipe),Munich Helles Lager,525,12.0,525,Bomb Beer Company,New York, NY,"New York,  NY"
335,0.07,2422,Firestarter India Pale Ale,American IPA,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
336,0.07,1727,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
337,0.05,1614,Wood Splitter Pilsner,Czech Pilsener,107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
338,0.06,1613,Gyptoberfest,Märzen / Oktoberfest,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
339,0.07,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
340,0.05,1548,Slow & Steady Golden Ale,American Blonde Ale,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
341,0.07,1517,Pink-I Raspberry IPA,American IPA,107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
342,0.05,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
343,0.05,1421,Live Local Golden Ale,American Blonde Ale,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
344,0.05,1360,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
345,0.05,1184,Dirtbag Dunkel,Munich Dunkel Lager,107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
346,0.05,1183,Kindler Pale Ale,American Pale Ale (APA),107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
347,0.06,1023,Mistress Winter Wheat,Winter Warmer,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
348,0.06,998,Tent Pole Vanilla Porter,American Porter,107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
349,0.06,997,Awry Rye Pale Ale,American Pale Ale (APA),107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
350,0.06,996,Demshitz Brown Ale,American Brown Ale,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
351,0.05,931,Wood Splitter Pilsner (2012),Czech Pilsener,107,12.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
352,0.05,798,Brush Creek Blonde,American Blonde Ale,107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
353,0.07,633,Firestarter India Pale Ale,American IPA,107,16.0,107,Bonfire Brewing Company,Eagle, CO,"Eagle,  CO"
354,0.07,2062,Noche Dulce,American Porter,231,16.0,231,Borderlands Brewing Company,Tucson, AZ,"Tucson,  AZ"
355,0.04,1830,Porch Rocker,Radler,300,12.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
356,0.07,1629,Rebel IPA,American IPA,300,16.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
357,0.06,1601,Cold Snap,Witbier,300,12.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
358,0.06,1427,Samuel Adams Winter Lager,Bock,300,12.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
359,0.05,1349,Boston Lager,Vienna Lager,300,16.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
360,0.05,1310,Boston Lager,Vienna Lager,300,12.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
361,0.05,1281,Samuel Adams Octoberfest,Märzen / Oktoberfest,300,12.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
362,0.05,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,300,12.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
363,0.05,1143,Boston Lager,Vienna Lager,300,12.0,300,Boston Beer Company,Boston, MA,"Boston,  MA"
364,0.05,1395,Hazed & Infused,American Pale Ale (APA),417,12.0,417,Boulder Beer Company,Boulder, CO,"Boulder,  CO"
365,0.06,808,Hoopla Pale Ale,American Pale Ale (APA),417,12.0,417,Boulder Beer Company,Boulder, CO,"Boulder,  CO"
366,0.05,81,Hazed & Infused (2010),American Pale Ale (APA),417,12.0,417,Boulder Beer Company,Boulder, CO,"Boulder,  CO"
367,0.06,2596,Heavy Lifting,American IPA,31,12.0,31,Boulevard Brewing Company,Kansas City, MO,"Kansas City,  MO"
368,0.07,2300,1492,American Pale Ale (APA),167,12.0,167,Boxcar Brewing Company,West Chester, PA,"West Chester,  PA"
369,0.06,2299,Mango Ginger,American IPA,167,12.0,167,Boxcar Brewing Company,West Chester, PA,"West Chester,  PA"
370,0.05,2298,Passenger,English Dark Mild Ale,167,12.0,167,Boxcar Brewing Company,West Chester, PA,"West Chester,  PA"
371,0.06,2107,Plum St. Porter,American Porter,219,12.0,219,Bozeman Brewing Company,Bozeman, MT,"Bozeman,  MT"
372,0.06,1573,Plum St. Porter,American Porter,219,12.0,219,Bozeman Brewing Company,Bozeman, MT,"Bozeman,  MT"
373,0.07,1289,Bozone HopZone IPA,American IPA,219,12.0,219,Bozeman Brewing Company,Bozeman, MT,"Bozeman,  MT"
374,0.06,1288,Bozone Hefe Weizen,Hefeweizen,219,12.0,219,Bozeman Brewing Company,Bozeman, MT,"Bozeman,  MT"
375,0.06,470,Bozone Select Amber Ale,American Amber / Red Ale,219,12.0,219,Bozeman Brewing Company,Bozeman, MT,"Bozeman,  MT"
376,0.05,2167,Evil Owl,American Amber / Red Ale,207,12.0,207,Branchline Brewing Company,San Antonio, TX,"San Antonio,  TX"
377,0.05,2204,Post Time Kölsch,Kölsch,195,16.0,195,Breakside Brewery,Portland, OR,"Portland,  OR"
378,0.04,1522,Agave Wheat,American Pale Wheat Ale,391,12.0,391,Breckenridge Brewery,Denver, CO,"Denver,  CO"
379,0.04,397,SummerBright Ale,American Pale Wheat Ale,391,12.0,391,Breckenridge Brewery,Denver, CO,"Denver,  CO"
380,0.06,193,Lucky U IPA,American IPA,391,12.0,391,Breckenridge Brewery,Denver, CO,"Denver,  CO"
381,0.05,83,Avalanche Ale,American Amber / Red Ale,391,12.0,391,Breckenridge Brewery,Denver, CO,"Denver,  CO"
382,0.05,1802,"You're My Boy, Blue",Fruit / Vegetable Beer,308,12.0,308,Brew Bus Brewing,Tampa, FL,"Tampa,  FL"
383,0.07,1801,Last Stop IPA,American IPA,308,12.0,308,Brew Bus Brewing,Tampa, FL,"Tampa,  FL"
384,0.05,1800,Rollin Dirty Red Ale,Irish Red Ale,308,12.0,308,Brew Bus Brewing,Tampa, FL,"Tampa,  FL"
385,0.06,1799,Are Wheat There Yet?,American Pale Wheat Ale,308,12.0,308,Brew Bus Brewing,Tampa, FL,"Tampa,  FL"
386,0.06,2619,Insert Hop Reference,American Pale Ale (APA),19,16.0,19,Brew Link Brewing,Plainfield, IN,"Plainfield,  IN"
387,0.05,2468,Manitou Amber,American Amber / Red Ale,85,16.0,85,Brewery Terra Firma,Traverse City, MI,"Traverse City,  MI"
388,0.07,2637,Belfort,Saison / Farmhouse Ale,10,16.0,10,Brewery Vivant,Grand Rapids, MI,"Grand Rapids,  MI"
389,0.06,2636,Star Runner,Belgian Pale Ale,10,16.0,10,Brewery Vivant,Grand Rapids, MI,"Grand Rapids,  MI"
390,0.1,2598,Tart Side of the Barrel,American Double / Imperial Stout,10,16.0,10,Brewery Vivant,Grand Rapids, MI,"Grand Rapids,  MI"
